ID,Comune,Provincia,Tipologia,Nome,Via,Citta,CAP,mail,Telefono
198,51021,51,Ristorante,"Ristorante ""la Rocca""",Piazza Ser Vanni 1,Lucignano,52046,info@larocca-ristorante.it,0575  836775
199,50036,50,Bottega,Riflessi Moda,Via Roma 40,Terricciola,56030,marcoangelelli@libero.it,0349  0603681
200,50038,50,Bottega,"Il Botte ""gaio""",Via Magellano 66 - San Giovanni Alla Vena,"050 798085, Vicopisano",56016,info@ilbottegaiotuscany.it,0507  98085
201,50038,50,Ristorante,Osteria Vecchia Noce,"Via Noce, 39","Uliveto Terme, Vicopisano",56010,info@osteriavecchianoce.it,0507  88229
202,50038,50,Ristorante,"Ristorante ""lanterna Blu""","Via Provinciale Francesca Nord, 5",Vicopisano,56010,Indirizzo posta elettronica non fornito,0507  98669
203,50038,50,Ristorante,Osteria Di Ceppato,Via Di Verruca 14,Vicopisano,56010,info@osteriadiceppato.it,0507  98143
204,50038,50,Ristorante,Osteria Di Ceppato,"Via Di Verruca, 14",Vicopisano,56010,ramfoodsas@gmail.com,0507  98143
205,50039,50,Ristorante,"Ristorante ""il Vecchio Mulino""","Via Del Molino, 25","Saline, Volterra",56048,vecchiomulino@sirt.pisa.it,0588  44199
206,50039,50,Ristorante,Locanda Prato D'era,Torrione S.michele 67,"Prato D'era, Volterra",56048,info@locandapratodera.com,0058  8-42000
207,50039,50,Ristorante,Ristorante Enoteca Del Duca,"Via Di Castello, 2",Volterra,56048,delduca@sirt.pisa.it,0588  81510
208,50039,50,Ristorante,"Ristorante ""ombra Della Sera""","Via Gramsci, 70",Volterra,56048,ombradellasera@alice.it,0588  86663
209,50039,50,Bottega,Volaterra,"Via Turazza, 5/7",Volterra,56048,info@volaterra.it,0588  88765
210,50039,50,Ristorante,"Ristorante ""la Vecchia Lira""","Via Matteotti, 19",Volterra,56048,info@vecchialira.com,0588  86180
211,50039,50,Ristorante,Ristorante Da Beppino Di Senes Angelo,"Via Delle Prigioni, 13",Volterra,56048,info@dabeppino.com,0588  86051
212,50039,50,Ristorante,Osteria Dei Poeti Volterra,"Via G. Matteotti, 55",Volterra,56048,osteriadeipoetivolterra@gmail.com,0588  85100
213,51001,51,Ristorante,Locanda Al Castello Di Sorci,"Via S. Lorenzo, 21",Anghiari,52031,info@castellodisorci.it,0575  789066
214,51001,51,Ristorante,"Ristorante ""la Nena""","Via Matteotti, 10/14",Anghiari,52031,NENA@ANGHIARI.IT,0575  789491
215,51001,51,Ristorante,Cantina Del Granduca,"Piazza Mameli, 13",Anghiari,53031,cantinadelgranduca@yahoo.it,0575  788275
216,51001,51,Ristorante,Hostaria Antica Il Feudo Del Vicario,"Via Garibaldi, 33",Anghiari,52031,Indirizzo posta elettronica non fornito,0575  789160
217,51001,51,Ristorante,"Ristorante ""da Alighiero""","Via Garibaldi, 8",Anghiari,52031,rist-daalighiero@libero.it,0575  788040
218,51001,51,Ristorante,La Locanda Del Viandante,"Ponte Alla Piera, 11","Loc. Cerreto, Anghiari",52031,info@locandadelviandante.com,0575  723016
219,51001,51,Bottega,La Locanda Del Viandante,Ponte Alla Piera  11,Anghiari,52031,Indirizzo posta elettronica non fornito,0575  788275
220,51001,51,Ristorante,Vecchia Osteria La Pergola,"Via Libbia, 9","Tavarnelle, Anghiari",52031,Indirizzo posta elettronica non fornito,0575  723330
221,52013,52,Ristorante,Il Celliere,"Via Del Castello, 2","Castagnoli, Gaiole In Chianti",53013,ilcelliere@gmail.com,0577  731921
222,51005,51,Ristorante,Ristorante Antico Portale,Via La Bottega 37a,"Capannole, Bucine",52021,ristoranteanticoportale@gmail.com,055.  9955514
223,51002,51,Bottega,Fattoria Biologica Il Cipresso,Località Il Cipresso N62 Rigutino Arezzo,Arezzo,52100,info@ilcipresso.com,0
224,51002,51,Bottega,La Vela Di Santucci Andrea,Località Bagnoro 2g,Arezzo,52100,info@bottegadelbagnoro.it,0575  365013
225,51002,51,Bottega,L'antica Macelleria,"Via Romana, 48",Arezzo,52100,Indirizzo posta elettronica non fornito,0575  940295
226,51002,51,Ristorante,La Tagliatella,Viale Giotto 45,Arezzo,52100,cristina.raffaelli@alice.it,0575  21931
227,51002,51,Bottega,Dario E Anna Gastronomia,"Via Vittorio Veneto, 14",Arezzo,52100,Indirizzo posta elettronica non fornito,0575  902473
228,51002,51,Bottega,Macelleria Rossi Alberto,"Via V. Veneto, 53",Arezzo,52100,Indirizzo posta elettronica non fornito,0575  902449
229,51002,51,Bottega,Macelleria Tonioni,"Via Margaritone, 35",Arezzo,52100,Indirizzo posta elettronica non fornito,0575  22767
230,51002,51,Ristorante,Crispi's Ristoburger,Via Crispi 10,Arezzo,52100,infocrispis@alice.it,0575  22873
231,51002,51,Ristorante,"Ristorante ""miva' Di Pi¨""","Via Garibaldi, 36",Arezzo,52100,www.mivadipiu.com,0057  5352182-3338195529
232,51002,51,Ristorante,Chianino,Via Guido Monaco 25/23,Arezzo,52100,info@chianinoarezzo.it,0575  20555
233,51002,51,Ristorante,Antica Osteria L'agania,"Via G.mazzini, 10",Arezzo,52100,Indirizzo posta elettronica non fornito,0575  295381
234,51002,51,Ristorante,Osteria Del Borghicciolo,"Corso Italia, 53/4",Arezzo,52100,Indirizzo posta elettronica non fornito,0575  22488
235,51002,51,Ristorante,"Ristorante ""la Lancia D'oro""","Piazza Vasari, 19",Arezzo,52100,lanciadoro@loggevasari.it,0575  21033
236,51002,51,Ristorante,"Ristorante ""logge Vasari""",Piazza Vasari,Arezzo,52100,loggevasari@loggevasari.com,0575  300333
237,51002,51,Ristorante,"Ristorante ""buca Di San Francesco""","Via S. Francesco, 1",Arezzo,52100,imbuca@alice.it,0575  23271
238,51002,51,Ristorante,"Ristorante ""la Torre Di Gnicche""","Piaggia S. Martino, 8",Arezzo,52100,Indirizzo posta elettronica non fornito,0575  352035
239,51002,51,Bottega,Macelleria Bassi Alfredo,"Via Cavour, 7",Arezzo,52100,Indirizzo posta elettronica non fornito,0575  356208
240,51002,51,Ristorante,Ristorante Gastronomia Il Cervo,Via Cavour 38/40,Arezzo,52100,gastronomiadelcervo@virgilio.it,0575  20872
241,51002,51,Ristorante,Osteria Macelleria Griglieria Porca Vacca,Via Garibaldi 150/152,Arezzo,52100,info@porcavacca.net,0575  352676
242,51002,51,Ristorante,Mecenate Restaurant,"Località Montoncello, 27","Pieve Al Bagnoro, Arezzo",52100,mecenate@villacilnia.it,0575  365606
243,51002,51,Ristorante,Albergo Ristorante Planet,Ss 71,"Rigutino Est, Arezzo",52100,info@hotelhp.it,0575  97971
244,51002,51,Bottega,Macelleria Sacchetti Luigi,"Via Fiorentina, 68",Arezzo,52100,Indirizzo posta elettronica non fornito,0575  295205
245,51025,51,Bottega,Panificio Savinese Superette Dimeglio,Piazza Piero Della Francesca E Via Fiorentina,"Le Fonti, Monte San Savino",52048,superette.perroni@libero.it,0575  810127
246,51002,51,Bottega,Macelleria Gallorini Vincenzo,"Via Di Tregozzano, 62",Arezzo,52100,Indirizzo posta elettronica non fornito,0575  361786
247,51004,51,Bottega,"Alimentari Casentino ""ghega""",Piazza Roma 3/4,Bibbiena,52011,gambinerilorenzo@aruba.it,0575  536440
248,46013,46,Ristorante,Lux Lucis - Hotel Principe Forte Dei Marmi,Viale A. Morin 67,Forte Dei Marmi,55042,luxlucis@principefortedeimarmi.com,0584  783636
249,46028,46,Ristorante,Antico Uliveto,"Via Martiri Di S. Anna, 76","Pozzi Di Seravezza, Seravezza",55047,info@antico-uliveto.it,0584  768882
250,48030,48,Ristorante,"Ristorante Vegetariano ""la Fonte""","Via Lucignano, 15",Montespertoli,50025,vegetariano@ristorantelafonte.it,0571  609514
251,48030,48,Ristorante,Ristorante Enoteca I Lecci,Via Lucardese 74,Montespertoli,50025,info@ristoranteilecci.it,0571  609670
252,48030,48,Bottega,I'licchio,"Via Roma, 5",Montespertoli,50025,info@ilicchio.it,0571  608099
253,48030,48,Ristorante,Osteria Nero Di Seppia,"Via Taddeini, 70",Montespertoli,50025,nerodiseppia07@libero.it,0571  606007
254,48031,48,Ristorante,Locanda Senio,"Via Borgo Dell'ore, 1",Palazzuolo Sul Senio,50035,info@locandasenio.com,0558  046019
255,48032,48,Ristorante,Boccon Divino Snc,"Via Cafaggiolo, 10","Palaie, Pelago",50060,info@boccondivinofirenze.it,0558  311279
256,47010,47,Ristorante,Il Cochino,"Via F.lli Masini, 15",Montale,51037,ilcochino@yahoo.it,0573  557631
257,47010,47,Ristorante,Il Pianaccio,"Via Maone E Casello, 150",Montale,51037,info@agriturismoilpianaccio.it,0573  959875
258,47010,47,Ristorante,Ristorante Il Fienile,Via Martelli,"Fraz. Fognano, Montale",51037,info@fienile.com,0573  590624
259,47010,47,Ristorante,I Colli,"Via Dei Colli, 1 - Tobbiana",Montale,51037,valerioandreini@live.it,0057  3596248-3470777361
260,47011,47,Ristorante,La Bottega Dell'oste Gialdini 1938,Via Biscolla 57,Montecatini Terme,51016,davidegialdini@gmail.com,0572  913982
261,47011,47,Bottega,Il Cantiniere,"Via Del Salsero, 161",Montecatini Terme,51016,Indirizzo posta elettronica non fornito,0320  6326093
262,47011,47,Ristorante,Ristorante Da Pellegrino,Località Renaggio 6,"Renaggio - Nievole, Montecatini Terme",51016,dapellegrino@aruba.it,0572  67158
263,47011,47,Ristorante,Osteria Da Max,"Via Trieste, 9/a",Montecatini Terme,51016,osteriadamax@yahoo.it,0572  030082
264,47011,47,Ristorante,Corsaro Verde,"Piazza  Xx Settembre, 11",Montecatini Terme,51016,info@corsaroverde.it,0572  911650
265,47011,47,Bottega,Enoteca Casa Del Chianti Bonfanti E Niccolai Dal 1942,Via Solferino 11,Montecatini Terme,51016,casadelchianti@alice.it,0572  78790
266,47011,47,Ristorante,La Pecora Nera,"Via San Martino, 18",Montecatini Terme,51016,pecoranera@ercoliniesavi.it,0572  70331
267,47011,47,Ristorante,La Mandragola,Via Gioberti N. 5,Montecatini Terme,51016,info@ristorantelamandragola.it,0572  78820
268,47011,47,Ristorante,Osteria Pellegrini's,Via Leoncavallo 11/13,Montecatini Terme,51016,mariangela@pellegrinigroup.it,0057  2-910256
269,47011,47,Bottega,Antica Liquoreria Prodotti Tipici Toscani,"Via Cavallotti, 95",Montecatini Terme,51016,francadelbino@gmail.com,0057  2-79294
270,47011,47,Ristorante,"Ristorante ""da Lorenzo""","Corso Roma, 45",Montecatini Terme,51016,info@ristorantedalorenzo.it,0572  9577 - 333 3175942 
271,47011,47,Ristorante,"Ristorante ""la Cascina""","Viale G. Verdi, 43",Montecatini Terme,51016,info@incascina.it,0572  78474
272,47011,47,Ristorante,Enoscarteca,Via Forini 13/15,Montecatini Terme,51016,alessandralazzerini@yahoo.it,0572  75839
273,47011,47,Ristorante,Il Gatto Bianco,"Via Galvani, 18",Montecatini Terme,51016,Indirizzo posta elettronica non fornito,0572  78419
274,47011,47,Ristorante,Trattoria Il Vicolo,"Via G. Bovio, 1/a",Montecatini Terme,51016,Indirizzo posta elettronica non fornito,0572  771976
275,47011,47,Ristorante,Ristorante Il Discepolo,"Viale Fedeli, 56",Montecatini Terme,51016,ristoranteildiscepolo@yahoo.it,0572  78541
276,47011,47,Bottega,Bottega Di Gala,Via Mordini 14,"Montecatini Alto, Montecatini Terme",51016,booking@casagala.it,0572  766130
277,47011,47,Ristorante,Casa Di Gala Osteria,Via Talenti 2,"Montecatini Alto, Montecatini Terme",51016,booking@casagala.it,0572  766130
278,47011,47,Ristorante,"Ristorante ""le Prunecce""","Via Montaccolle, 14",Montecatini Terme,51016,michele_vitelli@hotmail.it,0572  674500
279,47011,47,Bottega,Le Primizie Di Fossacchia,Via Mazzini -mercato Coperto,Montecatini Terme,51016,Indirizzo posta elettronica non fornito,0572  73754
280,47008,47,Ristorante,Ristorante La Baita,"Via Marlianese, 72","Canfittori, Massa E Cozzile",51010,info@labaitadal1949.it,0572  698010
281,47013,47,Bottega,Arte Toscana,Via Del Melo,Pieve A Nievole,51018,info@artetoscana.it,0572  950095
282,47013,47,Ristorante,Osteria Pizzeria Antica Pieve,"Via Roma, 19/21",Pieve A Nievole,51018,anticapieveosteria@libero.it,0572  82132
283,47013,47,Ristorante,La Villa Resort,"Via Del Poggetto, 42",Pieve A Nievole,51018,info@lavillaresort.it,0572  954111
284,47011,47,Ristorante,Ristorante Villa Patrizia,"Via Poggio Alla Guardia, 12",Montecatini Terme,51016,info@incascina.it,0572  67186
285,48010,48,Ristorante,Caffé Stazione,"Via Ridolfi, 34",Castelfiorentino,50051,caffestazione@caffestazione.it,0571  64164
286,48010,48,Ristorante,L' Appalto Di Zela,"Via Coianese, 31","Castelnuovo D' Elsa, Castelfiorentino",50051,appaltodizela@gmail.com,0+39  0571673308
287,48033,48,Ristorante,Toscani Da Sempre,"Via F.lli Monzecchi, 13/15",Pontassieve,50065,info@toscanidasempre.it,0558  392952
288,48033,48,Ristorante,Mulino A Vento,Via Di Montefiesole 48,"Monterifrassine, Pontassieve",50065,ristorante@fattorialavacchio.com,0558  396221
289,47012,47,Bottega,Alimentari Macelleria Rovini Claudio,"Via Lucchese, 176","Ponte All'abate, Pescia",51017,Indirizzo posta elettronica non fornito,0572  429098
290,47012,47,Bottega,Macelleria Papini,"Via Galeotti, 130",Pescia,51017,info@macelleriapaini.it,0572  47080
291,47012,47,Bottega,La Bottiglieria,Via Sismondi 8,"0572 498084, Pescia",51017,labottiglieria@libero.it,0572  479690
292,47012,47,Bottega,Dolcezze E Company,"Via Sismondi, 8",Pescia,51017,Indirizzo posta elettronica non fornito,0572  476412
293,47012,47,Ristorante,"Ristorante ""la Trattoria""","Via Del Pozzetto, 10/12",Pescia,51017,aordofendilatrattoria@yahoo.it,0572  490869
294,47012,47,Ristorante,Ristorante Pizzeria Da Carla,Via Ponte Di Sorana N. 39,"Castelvecchio - Pescia, Pescia",51017,robertodingacci@hotmail.it,0338  4212045
295,48012,48,Bottega,Macelleria Neri Fabrizio & C.,Via Don Giovanni Minzoni 50,Certaldo,50052,macellerianeri@libero.it,0571  668389
296,48012,48,Bottega,La Bottega Di Chichibio,"Via Boccaccio, 4",Certaldo,50052,Indirizzo posta elettronica non fornito,0571  652504
297,48012,48,Ristorante,Osteria Da Chichibio,Via Boccaccio 4,Certaldo,50052,vanessa.gabelli@gmail.com,0571  652504
298,48012,48,Ristorante,Osteria Di Casa Chianti,"Via Case Nuove, 77","Fiano, Certaldo",50052,info@osteriadicasachianti.it,0558  075311
299,48035,48,Bottega,Macelleria,"P/zza G.garibaldi,18",Reggello,50066,lnrd.corsi1@gmail.com,0558  68363
300,48035,48,Ristorante,Ristorante Archimede,"Ponte Di Casalino, 68",Reggello,50066,archimede@val.it,0558  667500
301,48013,48,Ristorante,Il Ghiottone,"Piazza Matteotti, 2",Dicomano,50062,Indirizzo posta elettronica non fornito,0328  9405766055838037
302,48037,48,Bottega,Dreolino - Chianti Rufina,"Via Fiorentina, 5-6",Rufina,50068,dreolino@dreolino.it,0558  397021
303,47017,47,Ristorante,La Bussola Da Gino,"Via Vecchia Fiorentina, 328","Catena Di Quarrata, Quarrata",51039,info@labussoladagino.it,0573  743128
304,47014,47,Bottega,Bar Il Castello,Via Vecchia Fiorentina 130,"Masiano, Pistoia",51100,r.savino@alice.it,0573  544954
305,47014,47,Bottega,Bar Caffetteria Presso Biblioteca San Giorgio,Via Sandro Pertini,Pistoia,51100,Indirizzo posta elettronica non fornito,0573  402628
306,47014,47,Ristorante,Ristorante Corradossi,Viale Attilio Frosini 112,Pistoia,51100,loriscorradossi@virgilio.it,0573  25683
307,47014,47,Ristorante,Il Pollo D'oro,"Via Attilio Frosini, 132",Pistoia,51100,info@ilpollodoro.com,0573  23159
308,47014,47,Ristorante,Le Zie Del Lampredotto,Via Iv Novembre 45,Pistoia,51100,le.zie.del.lampredotto@gmail.com,0329  2141760
309,47014,47,Bottega,"Norcineria Dima ""anzuini""",Via Carratica 82/84,Pistoia,51100,Indirizzo posta elettronica non fornito,0573  21397
310,47014,47,Ristorante,Ristorante Pizzeria Al' Trove,Piazza Della Resistenza,Pistoia,51100,fcaciolli@yahoo.it,0573  308607
311,47014,47,Ristorante,Molino Di Berto,"Via Di Paoluccio, 1","Orsigna, Pistoia",51100,molinodiberto@virgilio.it,0573  490101
312,47014,47,Ristorante,Ristocaffetteria Voronoi,"Piazzetta Dell'ortaggio, 14/17",Pistoia,51100,info@ristocaffetteriavoronoi.it,0573  1971214
313,47014,47,Ristorante,Taverna Gargantuà,"Piazza Dell'ortaggio, 12",Pistoia,51100,paoloboccardi@libero.it,0573  23330
314,47014,47,Bottega,Enoteca Da David,Via Carducci 37,Pistoia,51100,Indirizzo posta elettronica non fornito,0573  25600
315,47014,47,Bottega,Alimentari Marco & Federica,Via Della Provvidenza 35,Pistoia,51100,info@girolami.it,0573  23286
316,47014,47,Ristorante,Osteria Boccon Di Vino,"Corso Gramsci, 83",Pistoia,51100,Indirizzo posta elettronica non fornito,0057  3/994229
317,47014,47,Bottega,Le Golosità,Via Roma 28,Pistoia,51100,marilena.pratesi@alice.it,0573  27009
318,47014,47,Ristorante,Liberamente,"Via Castel Cellesi, 3",Pistoia,51100,liberamentepistoia@gmail.com,0573  20703
319,47014,47,Ristorante,Fiaschetteria La Pace,"Via Castel Cellesi, 1/a",Pistoia,51100,mat.cecchi@gmail.com,0573  23139
320,47014,47,Ristorante,I Salaioli Caffé-bottega-osteria,"Piazza Della Sala, 20/21/22",Pistoia,51100,info@isalaioli.it,0573  20225
321,47014,47,Bottega,I Salaioli,"Piazza Della Sala, 20/21/22",Pistoia,51100,Indirizzo posta elettronica non fornito,0573  20225
322,47014,47,Bottega,Norcineria Cipollari,"Via Dei Fabbri, 10 - Piazza Della Sala 17",Pistoia,51100,cipollarisrl@legalmail.it,0573  24218
323,47014,47,Bottega,Forno Ballati,Via Dei Fabbri 2,Pistoia,51100,Indirizzo posta elettronica non fornito,0573  32494
324,47014,47,Bottega,"Sauro E Assunta Frutta E Verdura, Prodotti Tipici",Piazza Della Sala 10/11, Pistoia,51100,Indirizzo posta elettronica non fornito,0573  21663
325,47014,47,Bottega,I Sapori De La Bottegaia,Via Di Stracceria 7,Pistoia,51100,info@labottegaia.it,0573  358450
326,47014,47,Ristorante,Il Ballatoio,Via Del Lastrone 24/26,"Pistoia,",51100,maty0089@yahoo.it,0338  3054234
327,47014,47,Ristorante,La Bottegaia Osteria,"Via Del Lastrone, 17",Pistoia,51100,info@labottegaia.it,0573  365602
328,47014,47,Ristorante,La Vineria N° 4,Via Del Lastrone N° 4,Pistoia,51100,info@vinerian4.it,0573  977338
329,47014,47,Ristorante,"Osteria ""cacio Divino""","Via Del Lastrone, 13",Pistoia,51100,info@cacio-divino.it,0573  1941058
330,47014,47,Ristorante,Trattoria Lo Storno,"Via Del Lastrone, 8",Pistoia,51100,trattorialostorno@gmail.com,0573  26193
331,47014,47,Ristorante,Ristorante Bonadea,"Via Del Giglio, 2",Pistoia,51100,www.bonadeapistoia.it,0573  308147
332,47014,47,Ristorante,Salotto Bonadea,Via Del Giglio 2,Pistoia,51100,Indirizzo posta elettronica non fornito,0573  308147
333,47014,47,Ristorante,Magno Gaudio,Via Curtatone E Montanara 12,Pistoia,51100,magnogaudio@yahoo.it,0573  26905
334,47014,47,Ristorante,Ristorante Il Duomo,"Via Bracciolini, 5/a",Pistoia,51100,tommitai@gmail.com,0573  1780197
335,47014,47,Ristorante,Trattoria Pizzeria Gian Burrasca,"Corso Gramsci, 159/b",Pistoia,51100,gaglianogerardo@virgilio.it,0573  20762
336,47014,47,Ristorante,Nati Stanchi Enoteca,"Via Pietro Bozzi, 7",Pistoia,51100,info@enotecanatistanchi.com,0339  8126956
337,47014,47,Ristorante,Caffé La Corte,Via Del Ceppo 2,Pistoia,51100,caffelacorte3@virgilio.it,0057  3-358369
338,47014,47,Ristorante,Trattoria La Bettola,Via Porta San Marco 69,Pistoia,51100,trattorialabettola@virgilio.it,0573  29662
339,47014,47,Ristorante,Il Carbonile - Pizza Lounge Restaurant,Piazza Del Carmine 6/b,Pistoia,51100,Indirizzo posta elettronica non fornito,0573  20267
340,47014,47,Ristorante,Povero Chic,"Via Sant'andrea, 51",Pistoia,51100,poverochic@virgilio.it,0573  358855
341,47014,47,Bottega,I Dolci Di Mario,Piazza San Francesco 47,Pistoia,51100,TOMASI-AN@TISCALI.IT,0573  22227
342,47014,47,Bottega,Il Pozzo Dei Sapori,"Via Porta Al Borgo, 29/31",Pistoia,51100,simonastrufaldi@gmail.com,0057  3/359211
343,47014,47,Ristorante,La Ti.gre,Via Porta San Marco 245,Pistoia,51100,trattorialatigre@tiscali.it,0057  3358794-3809036999
344,47014,47,Ristorante,La Fenice Ristorante Pizzeria,"Via Dalmazia, 73",Pistoia,51100,info@lafeniceristorante.it,0573  21167
345,47014,47,Bottega,Mel‗s,Via Deli Macelli 11,Pistoia,51100,Indirizzo posta elettronica non fornito,0573  402628
346,47014,47,Ristorante,Mama Restaurant,Via Dei Macelli 9,Pistoia,51100,info@mamarestaurant.net,0573  28784
347,47014,47,Bottega,La Bottega Degli Antichi Sapori,Via Pagliucola 46/b,Pistoia,51100,antichisapori2@virgilio.it,0573  29777
348,47014,47,Ristorante,Santopalato Ristorante Pizzeria,"Via Del Duca, 7",Pistoia,51100,info@santopalato.it,0573  31144
349,47014,47,Ristorante,Enoteca Il Frantoio,"Via Di Valdibrana, 66","Valdibrana, Pistoia",51030,frantoio@frantoio.eu,0573  480040
350,47014,47,Ristorante,Collegigliato Ristorante Toscano,"Via Di Collegigliato, 45",Pistoia,51100,ristorante@hotelvillacappugi.com,0573  450666
351,47014,47,Ristorante,Ristorante La Dimora Del Gusto,"Via Di Bigiano E Castel Bovani, 39","Sant'alessio, Pistoia",51100,info@villadefiori.it,0573  450351
352,47014,47,Ristorante,Ristorante La Ferriera,"Via Crespole E Fabbriche, 122","Bussotto, Pistoia",51100,Indirizzo posta elettronica non fornito,0573  46715
353,47014,47,Ristorante,Le Forri,"Via Crocina, 3","Valdibrana, Pistoia",51100,info@impresaedilescano.it,0573  48456
354,47014,47,Ristorante,Ristorante La Cugna,"Via Bolognese, 236","La Cugna, Pistoia",51100,info@lacugna.it,0573  475000
355,47014,47,Bottega,Bar Margherita,Via Modenese 655,"Le Piastre, Pistoia",51100,reggianninigiacomo@hotmail.it,0573  472400
356,47014,47,Ristorante,Il 44° Parallelo,"Via Vecchia Bolognese, 13",Pistoia,51100,info@il44parallelo.com,0573  474006
357,47014,47,Ristorante,Il Signorino,Via Bolognese 207,Pistoia,51100,info@ilsignorino.it,0573  475293
358,47014,47,Ristorante,Mariannacane,Via Del Castagno Di Piteccio,"Piteccio, Pistoia",51100,antoniomacca@yahoo.it,0057  3408022348/1819026
359,47014,47,Ristorante,"Ristorante ""arcobaleno""","Via Valdi E Sammomme', 37","Sammoné, Pistoia",51100,info@toscanidea.it,0573  470335
360,47014,47,Ristorante,Ristorante Lago Lo Specchio,"Via Di Spedaletto, N. 1/a","Spedaletto, Pistoia",51100,info@spedaletto.it,0573  470054
361,47014,47,Ristorante,Albergo Ristorante Melini,"Via Nazionale, 78","Pracchia, Pistoia",51027,info@albergomelini.com,0573  490026
362,47016,47,Bottega,Bar Pasticceria Del Ponte,Piazza Del Popolo,Ponte Buggianese,51019,Indirizzo posta elettronica non fornito,0572  930142
363,48014,48,Ristorante,Ristorante Escallegra,Piazza Popolo,Empoli,50053,Indirizzo posta elettronica non fornito,0571  1960226
364,48038,48,Ristorante,La Trattoria Del Pesce,Via Cassia 124,"Bargino, San Casciano In Val Di Pesa",50026,latrattoriadelpesce@live.it,0558  249045
365,48038,48,Bottega,Macelleria Tozzetti,"Piazza V. Veneto, 43","Mercatale Val Di Pesa, San Casciano In Val Di Pesa",50024,macelleria.tozzetti@gmail.com,0558  21071
367,100002,100,Ristorante,Ristorante Da Delfina,"Via Della Chiesa, 1","Artimino, Carmignano",59015,posta@dadelfina.it,0558  718074
368,47017,47,Bottega,Al Dolce Forno,Via Di Lucciano 33/39,Quarrata,51039,info@aldolceforno.com,0573  738657
369,47017,47,Ristorante,La Mangiatoia,Via Mimose 50 Valenzatico,"Valenzatico, Quarrata",51039,andrea220871@gmail.com,0057  3774161-3666645970
370,47017,47,Ristorante,Ristorante Pizzeria La Barca,"Via Statale, 203/205",Quarrata,51039,Indirizzo posta elettronica non fornito,0057  3718192-331801090
371,48015,48,Ristorante,Cavemare,Via Cave Di Maiano 18/20,"Cave Di Maiano, Fiesole",50014,info@cavemare.it,0555  99963
372,48015,48,Ristorante,Pensione Bencistà Srl,"Via B. Da Maiano, 4",Fiesole,50014,info@bencista.com,0555  9163
373,48015,48,Ristorante,"Ristorante ""bencistà""","Via B. Da Maiano, 4",Fiesole,50014,info@bencista.com,0555  9163
374,48015,48,Ristorante,Le Lance,"Via G. Mantellini, 2b",Fiesole,50014,info@lelance.it,0555  99595
375,48015,48,Ristorante,Ristorante I' Polpa,"Piazza Mino, 21/22",Fiesole,50014,ipolpa@yahoo.it,0555  9485
376,48015,48,Ristorante,Vinandro,"Piazza Mino,33",Fiesole,50014,Indirizzo posta elettronica non fornito,0555  9121
377,48015,48,Ristorante,Caffé Al N.5,"Piazza Mino,5",Fiesole,50014,caffealn.5@gmail.com,0055  592503408528393
378,48017,48,Ristorante,Osteria Di Giogo,Via Chiantigiana 106,"Ponte A Ema, Firenze",50126,infi@osteria-giogo.it,0556  461311
379,48017,48,Bottega,Erboristeria Albero Verde,"Via Senese, 221-223/rosso","Galluzzo, Firenze",50124,info@alberoverde.net,0552  047446
380,48017,48,Ristorante,Trattoria Omero,Via Pian Dei Giullari 11/r,"Arcetri, Firenze",50125,omero@ristoranteomero.it,0552  20053
381,48017,48,Ristorante,La Terrazza Del Principe,"Viale Machiavelli, 10",Firenze,50125,info@laterrazzadelprincipe.com,0552  24104
382,48017,48,Ristorante,Osteria Gavý,"Via Lapo Da Castiglionchio, 10/12r",Firenze,50126,Indirizzo posta elettronica non fornito,0556  581047
383,48017,48,Ristorante,Trattoria Da Beppino,Via Di Ripoli 13/r,Firenze,50126,trattoriabeppino@gmail.com,0556  810505
384,48017,48,Ristorante,Trattoria Boboli,Via Romana 45 R,Firenze,50126,trattoriaboboli@gmail.com,0552  336401
385,48017,48,Ristorante,Hosteria Del Bricco,"Via S. Niccol‗, 8/12",Firenze,50126,info@osteriadelbricco.it,0552  345037
386,48017,48,Ristorante,Trattoria Celestino,"Piazza Santa Felice, 4r",Firenze,50126,bruno.celestino@virgilio.it,0552  396574
387,48017,48,Ristorante,Ristorante La Bocca Di Leone,Via Pisana 41 Rosso,Firenze,50143,info@laboccadileone.it,0552  286572
388,48017,48,Ristorante,Osteria Santo Spirito,"Piazza Santo Spirito, 16r",Firenze,50125,chiarata@interfree.it,0552  382383
389,48017,48,Ristorante,Borgo Antico,"Piazza Santo Spirito, 6/r",Firenze,50100,albertogargelli@alice.it,0552  10437
390,48017,48,Ristorante,Ristorante Palazzo Tempi,"Via Dei Bardi, 33/37",Firenze,50125,Indirizzo posta elettronica non fornito,0552  466949
391,48017,48,Ristorante,La Strega Nocciola -  Gelateria Artigianale,Via Dei Bardi 51r,"Ponte Vecchio, Firenze",50125,info@lastreganocciola.it,0552  382150
392,48017,48,Ristorante,Osteria Il Magazzino,"Piazza Della Passera, 2/3",Firenze,50125,luca_cai@virgilio.it,0552  15969
393,48017,48,Ristorante,Bar Trattoria Da Ginone,"Via Dei Serragli, 35/r",Firenze,50124,trattoriaginone@gmail.com,0552  18758
394,48017,48,Ristorante,Ristorante Cavolo Nero,"Via Dell'ardiglione, 22",Firenze,50124,cavolonero@cavolonero.it,0552  94744
395,48017,48,Bottega,I Toscani,Via Maggio 1 R,Firenze,50125,direzione@itoscani.it,0552  89841
