id,id_ristorante,ristorante_id,categoria,nome,prezzo,currency
3,286,286,Secondi,Carne,15,EUR
4,286,286,Drink,Vino Locale,6,EUR
5,286,286,Dessert,Tiramisu,8,EUR
1,287,287,Starters,Insalata,4,EUR
2,287,287,Primi,Pici al ragù di cinghiale,8,EUR
3,287,287,Secondi,Carne,15,EUR
4,287,287,Drink,Vino Locale,6,EUR
5,287,287,Dessert,Tiramisu,8,EUR
1,288,288,Starters,Insalata,4,EUR
2,288,288,Primi,Pici al ragù di cinghiale,8,EUR
3,288,288,Secondi,Carne,15,EUR
4,288,288,Drink,Vino Locale,6,EUR
5,288,288,Dessert,Tiramisu,8,EUR
1,289,289,Starters,Insalata,4,EUR
2,289,289,Primi,Pici al ragù di cinghiale,8,EUR
3,289,289,Secondi,Carne,15,EUR
4,289,289,Drink,Vino Locale,6,EUR
5,289,289,Dessert,Tiramisu,8,EUR
1,290,290,Starters,Insalata,4,EUR
2,290,290,Primi,Pici al ragù di cinghiale,8,EUR
3,290,290,Secondi,Carne,15,EUR
4,290,290,Drink,Vino Locale,6,EUR
5,290,290,Dessert,Tiramisu,8,EUR
1,291,291,Starters,Insalata,4,EUR
2,291,291,Primi,Pici al ragù di cinghiale,8,EUR
3,291,291,Secondi,Carne,15,EUR
4,291,291,Drink,Vino Locale,6,EUR
5,291,291,Dessert,Tiramisu,8,EUR
1,292,292,Starters,Insalata,4,EUR
2,292,292,Primi,Pici al ragù di cinghiale,8,EUR
3,292,292,Secondi,Carne,15,EUR
4,292,292,Drink,Vino Locale,6,EUR
5,292,292,Dessert,Tiramisu,8,EUR
1,293,293,Starters,Insalata,4,EUR
2,293,293,Primi,Pici al ragù di cinghiale,8,EUR
3,293,293,Secondi,Carne,15,EUR
4,293,293,Drink,Vino Locale,6,EUR
5,293,293,Dessert,Tiramisu,8,EUR
1,294,294,Starters,Insalata,4,EUR
2,294,294,Primi,Pici al ragù di cinghiale,8,EUR
3,294,294,Secondi,Carne,15,EUR
4,294,294,Drink,Vino Locale,6,EUR
5,294,294,Dessert,Tiramisu,8,EUR
1,295,295,Starters,Insalata,4,EUR
2,295,295,Primi,Pici al ragù di cinghiale,8,EUR
3,295,295,Secondi,Carne,15,EUR
4,295,295,Drink,Vino Locale,6,EUR
5,295,295,Dessert,Tiramisu,8,EUR
1,296,296,Starters,Insalata,4,EUR
2,296,296,Primi,Pici al ragù di cinghiale,8,EUR
3,296,296,Secondi,Carne,15,EUR
4,296,296,Drink,Vino Locale,6,EUR
5,296,296,Dessert,Tiramisu,8,EUR
1,297,297,Starters,Insalata,4,EUR
2,297,297,Primi,Pici al ragù di cinghiale,8,EUR
3,297,297,Secondi,Carne,15,EUR
4,297,297,Drink,Vino Locale,6,EUR
5,297,297,Dessert,Tiramisu,8,EUR
1,298,298,Starters,Insalata,4,EUR
2,298,298,Primi,Pici al ragù di cinghiale,8,EUR
3,298,298,Secondi,Carne,15,EUR
4,298,298,Drink,Vino Locale,6,EUR
5,298,298,Dessert,Tiramisu,8,EUR
1,299,299,Starters,Insalata,4,EUR
2,299,299,Primi,Pici al ragù di cinghiale,8,EUR
3,299,299,Secondi,Carne,15,EUR
4,299,299,Drink,Vino Locale,6,EUR
5,299,299,Dessert,Tiramisu,8,EUR
1,300,300,Starters,Insalata,4,EUR
2,300,300,Primi,Pici al ragù di cinghiale,8,EUR
3,300,300,Secondi,Carne,15,EUR
4,300,300,Drink,Vino Locale,6,EUR
5,300,300,Dessert,Tiramisu,8,EUR
1,301,301,Starters,Insalata,4,EUR
2,301,301,Primi,Pici al ragù di cinghiale,8,EUR
3,301,301,Secondi,Carne,15,EUR
4,301,301,Drink,Vino Locale,6,EUR
5,301,301,Dessert,Tiramisu,8,EUR
1,302,302,Starters,Insalata,4,EUR
2,302,302,Primi,Pici al ragù di cinghiale,8,EUR
3,302,302,Secondi,Carne,15,EUR
4,302,302,Drink,Vino Locale,6,EUR
5,302,302,Dessert,Tiramisu,8,EUR
1,303,303,Starters,Insalata,4,EUR
2,303,303,Primi,Pici al ragù di cinghiale,8,EUR
3,303,303,Secondi,Carne,15,EUR
4,303,303,Drink,Vino Locale,6,EUR
5,303,303,Dessert,Tiramisu,8,EUR
1,304,304,Starters,Insalata,4,EUR
2,304,304,Primi,Pici al ragù di cinghiale,8,EUR
3,304,304,Secondi,Carne,15,EUR
4,304,304,Drink,Vino Locale,6,EUR
5,304,304,Dessert,Tiramisu,8,EUR
1,305,305,Starters,Insalata,4,EUR
2,305,305,Primi,Pici al ragù di cinghiale,8,EUR
3,305,305,Secondi,Carne,15,EUR
4,305,305,Drink,Vino Locale,6,EUR
5,305,305,Dessert,Tiramisu,8,EUR
1,306,306,Starters,Insalata,4,EUR
2,306,306,Primi,Pici al ragù di cinghiale,8,EUR
3,306,306,Secondi,Carne,15,EUR
4,306,306,Drink,Vino Locale,6,EUR
5,306,306,Dessert,Tiramisu,8,EUR
1,307,307,Starters,Insalata,4,EUR
2,307,307,Primi,Pici al ragù di cinghiale,8,EUR
3,307,307,Secondi,Carne,15,EUR
4,307,307,Drink,Vino Locale,6,EUR
5,307,307,Dessert,Tiramisu,8,EUR
1,308,308,Starters,Insalata,4,EUR
2,308,308,Primi,Pici al ragù di cinghiale,8,EUR
3,308,308,Secondi,Carne,15,EUR
4,308,308,Drink,Vino Locale,6,EUR
5,308,308,Dessert,Tiramisu,8,EUR
1,309,309,Starters,Insalata,4,EUR
2,309,309,Primi,Pici al ragù di cinghiale,8,EUR
3,309,309,Secondi,Carne,15,EUR
4,309,309,Drink,Vino Locale,6,EUR
5,309,309,Dessert,Tiramisu,8,EUR
1,310,310,Starters,Insalata,4,EUR
2,310,310,Primi,Pici al ragù di cinghiale,8,EUR
3,310,310,Secondi,Carne,15,EUR
4,310,310,Drink,Vino Locale,6,EUR
5,310,310,Dessert,Tiramisu,8,EUR
1,311,311,Starters,Insalata,4,EUR
2,311,311,Primi,Pici al ragù di cinghiale,8,EUR
3,311,311,Secondi,Carne,15,EUR
4,311,311,Drink,Vino Locale,6,EUR
5,311,311,Dessert,Tiramisu,8,EUR
1,312,312,Starters,Insalata,4,EUR
2,312,312,Primi,Pici al ragù di cinghiale,8,EUR
3,312,312,Secondi,Carne,15,EUR
4,312,312,Drink,Vino Locale,6,EUR
5,312,312,Dessert,Tiramisu,8,EUR
1,313,313,Starters,Insalata,4,EUR
2,313,313,Primi,Pici al ragù di cinghiale,8,EUR
3,313,313,Secondi,Carne,15,EUR
4,313,313,Drink,Vino Locale,6,EUR
5,313,313,Dessert,Tiramisu,8,EUR
1,314,314,Starters,Insalata,4,EUR
2,314,314,Primi,Pici al ragù di cinghiale,8,EUR
3,314,314,Secondi,Carne,15,EUR
4,314,314,Drink,Vino Locale,6,EUR
5,314,314,Dessert,Tiramisu,8,EUR
1,315,315,Starters,Insalata,4,EUR
2,315,315,Primi,Pici al ragù di cinghiale,8,EUR
3,315,315,Secondi,Carne,15,EUR
4,315,315,Drink,Vino Locale,6,EUR
5,315,315,Dessert,Tiramisu,8,EUR
1,316,316,Starters,Insalata,4,EUR
2,316,316,Primi,Pici al ragù di cinghiale,8,EUR
3,316,316,Secondi,Carne,15,EUR
4,316,316,Drink,Vino Locale,6,EUR
5,316,316,Dessert,Tiramisu,8,EUR
1,317,317,Starters,Insalata,4,EUR
2,317,317,Primi,Pici al ragù di cinghiale,8,EUR
3,317,317,Secondi,Carne,15,EUR
4,317,317,Drink,Vino Locale,6,EUR
5,317,317,Dessert,Tiramisu,8,EUR
1,318,318,Starters,Insalata,4,EUR
2,318,318,Primi,Pici al ragù di cinghiale,8,EUR
3,318,318,Secondi,Carne,15,EUR
4,318,318,Drink,Vino Locale,6,EUR
5,318,318,Dessert,Tiramisu,8,EUR
1,319,319,Starters,Insalata,4,EUR
2,319,319,Primi,Pici al ragù di cinghiale,8,EUR
3,319,319,Secondi,Carne,15,EUR
4,319,319,Drink,Vino Locale,6,EUR
5,319,319,Dessert,Tiramisu,8,EUR
1,320,320,Starters,Insalata,4,EUR
2,320,320,Primi,Pici al ragù di cinghiale,8,EUR
3,320,320,Secondi,Carne,15,EUR
4,320,320,Drink,Vino Locale,6,EUR
5,320,320,Dessert,Tiramisu,8,EUR
1,321,321,Starters,Insalata,4,EUR
2,321,321,Primi,Pici al ragù di cinghiale,8,EUR
3,321,321,Secondi,Carne,15,EUR
4,321,321,Drink,Vino Locale,6,EUR
5,321,321,Dessert,Tiramisu,8,EUR
1,322,322,Starters,Insalata,4,EUR
2,322,322,Primi,Pici al ragù di cinghiale,8,EUR
3,322,322,Secondi,Carne,15,EUR
4,322,322,Drink,Vino Locale,6,EUR
5,322,322,Dessert,Tiramisu,8,EUR
1,323,323,Starters,Insalata,4,EUR
2,323,323,Primi,Pici al ragù di cinghiale,8,EUR
3,323,323,Secondi,Carne,15,EUR
4,323,323,Drink,Vino Locale,6,EUR
5,323,323,Dessert,Tiramisu,8,EUR
1,324,324,Starters,Insalata,4,EUR
2,324,324,Primi,Pici al ragù di cinghiale,8,EUR
3,324,324,Secondi,Carne,15,EUR
4,324,324,Drink,Vino Locale,6,EUR
5,324,324,Dessert,Tiramisu,8,EUR
1,325,325,Starters,Insalata,4,EUR
2,325,325,Primi,Pici al ragù di cinghiale,8,EUR
3,325,325,Secondi,Carne,15,EUR
4,325,325,Drink,Vino Locale,6,EUR
5,325,325,Dessert,Tiramisu,8,EUR
1,326,326,Starters,Insalata,4,EUR
2,326,326,Primi,Pici al ragù di cinghiale,8,EUR
3,326,326,Secondi,Carne,15,EUR
4,326,326,Drink,Vino Locale,6,EUR
5,326,326,Dessert,Tiramisu,8,EUR
1,327,327,Starters,Insalata,4,EUR
2,327,327,Primi,Pici al ragù di cinghiale,8,EUR
3,327,327,Secondi,Carne,15,EUR
4,327,327,Drink,Vino Locale,6,EUR
5,327,327,Dessert,Tiramisu,8,EUR
1,328,328,Starters,Insalata,4,EUR
2,328,328,Primi,Pici al ragù di cinghiale,8,EUR
3,328,328,Secondi,Carne,15,EUR
4,328,328,Drink,Vino Locale,6,EUR
5,328,328,Dessert,Tiramisu,8,EUR
1,329,329,Starters,Insalata,4,EUR
2,329,329,Primi,Pici al ragù di cinghiale,8,EUR
3,329,329,Secondi,Carne,15,EUR
4,329,329,Drink,Vino Locale,6,EUR
5,329,329,Dessert,Tiramisu,8,EUR
1,330,330,Starters,Insalata,4,EUR
2,330,330,Primi,Pici al ragù di cinghiale,8,EUR
3,330,330,Secondi,Carne,15,EUR
4,330,330,Drink,Vino Locale,6,EUR
5,330,330,Dessert,Tiramisu,8,EUR
1,331,331,Starters,Insalata,4,EUR
2,331,331,Primi,Pici al ragù di cinghiale,8,EUR
3,331,331,Secondi,Carne,15,EUR
4,331,331,Drink,Vino Locale,6,EUR
5,331,331,Dessert,Tiramisu,8,EUR
1,332,332,Starters,Insalata,4,EUR
2,332,332,Primi,Pici al ragù di cinghiale,8,EUR
3,332,332,Secondi,Carne,15,EUR
4,332,332,Drink,Vino Locale,6,EUR
5,332,332,Dessert,Tiramisu,8,EUR
1,333,333,Starters,Insalata,4,EUR
2,333,333,Primi,Pici al ragù di cinghiale,8,EUR
3,333,333,Secondi,Carne,15,EUR
4,333,333,Drink,Vino Locale,6,EUR
5,333,333,Dessert,Tiramisu,8,EUR
1,334,334,Starters,Insalata,4,EUR
2,334,334,Primi,Pici al ragù di cinghiale,8,EUR
3,334,334,Secondi,Carne,15,EUR
4,334,334,Drink,Vino Locale,6,EUR
5,334,334,Dessert,Tiramisu,8,EUR
1,335,335,Starters,Insalata,4,EUR
2,335,335,Primi,Pici al ragù di cinghiale,8,EUR
3,335,335,Secondi,Carne,15,EUR
4,335,335,Drink,Vino Locale,6,EUR
5,335,335,Dessert,Tiramisu,8,EUR
1,336,336,Starters,Insalata,4,EUR
2,336,336,Primi,Pici al ragù di cinghiale,8,EUR
3,336,336,Secondi,Carne,15,EUR
4,336,336,Drink,Vino Locale,6,EUR
5,336,336,Dessert,Tiramisu,8,EUR
1,337,337,Starters,Insalata,4,EUR
2,337,337,Primi,Pici al ragù di cinghiale,8,EUR
3,337,337,Secondi,Carne,15,EUR
4,337,337,Drink,Vino Locale,6,EUR
5,337,337,Dessert,Tiramisu,8,EUR
1,338,338,Starters,Insalata,4,EUR
2,338,338,Primi,Pici al ragù di cinghiale,8,EUR
3,338,338,Secondi,Carne,15,EUR
4,338,338,Drink,Vino Locale,6,EUR
5,338,338,Dessert,Tiramisu,8,EUR
1,339,339,Starters,Insalata,4,EUR
2,339,339,Primi,Pici al ragù di cinghiale,8,EUR
3,339,339,Secondi,Carne,15,EUR
4,339,339,Drink,Vino Locale,6,EUR
5,339,339,Dessert,Tiramisu,8,EUR
1,340,340,Starters,Insalata,4,EUR
2,340,340,Primi,Pici al ragù di cinghiale,8,EUR
3,340,340,Secondi,Carne,15,EUR
4,340,340,Drink,Vino Locale,6,EUR
5,340,340,Dessert,Tiramisu,8,EUR
1,341,341,Starters,Insalata,4,EUR
2,341,341,Primi,Pici al ragù di cinghiale,8,EUR
3,341,341,Secondi,Carne,15,EUR
4,341,341,Drink,Vino Locale,6,EUR
5,341,341,Dessert,Tiramisu,8,EUR
1,342,342,Starters,Insalata,4,EUR
2,342,342,Primi,Pici al ragù di cinghiale,8,EUR
3,342,342,Secondi,Carne,15,EUR
4,342,342,Drink,Vino Locale,6,EUR
5,342,342,Dessert,Tiramisu,8,EUR
1,343,343,Starters,Insalata,4,EUR
2,343,343,Primi,Pici al ragù di cinghiale,8,EUR
3,343,343,Secondi,Carne,15,EUR
4,343,343,Drink,Vino Locale,6,EUR
5,343,343,Dessert,Tiramisu,8,EUR
1,344,344,Starters,Insalata,4,EUR
2,344,344,Primi,Pici al ragù di cinghiale,8,EUR
3,344,344,Secondi,Carne,15,EUR
4,344,344,Drink,Vino Locale,6,EUR
5,344,344,Dessert,Tiramisu,8,EUR
1,345,345,Starters,Insalata,4,EUR
2,345,345,Primi,Pici al ragù di cinghiale,8,EUR
3,345,345,Secondi,Carne,15,EUR
4,345,345,Drink,Vino Locale,6,EUR
5,345,345,Dessert,Tiramisu,8,EUR
1,346,346,Starters,Insalata,4,EUR
2,346,346,Primi,Pici al ragù di cinghiale,8,EUR
3,346,346,Secondi,Carne,15,EUR
4,346,346,Drink,Vino Locale,6,EUR
5,346,346,Dessert,Tiramisu,8,EUR
1,347,347,Starters,Insalata,4,EUR
2,347,347,Primi,Pici al ragù di cinghiale,8,EUR
3,347,347,Secondi,Carne,15,EUR
4,347,347,Drink,Vino Locale,6,EUR
5,347,347,Dessert,Tiramisu,8,EUR
1,348,348,Starters,Insalata,4,EUR
2,348,348,Primi,Pici al ragù di cinghiale,8,EUR
3,348,348,Secondi,Carne,15,EUR
4,348,348,Drink,Vino Locale,6,EUR
5,348,348,Dessert,Tiramisu,8,EUR
1,349,349,Starters,Insalata,4,EUR
2,349,349,Primi,Pici al ragù di cinghiale,8,EUR
3,349,349,Secondi,Carne,15,EUR
4,349,349,Drink,Vino Locale,6,EUR
5,349,349,Dessert,Tiramisu,8,EUR
1,350,350,Starters,Insalata,4,EUR
2,350,350,Primi,Pici al ragù di cinghiale,8,EUR
3,350,350,Secondi,Carne,15,EUR
4,350,350,Drink,Vino Locale,6,EUR
5,350,350,Dessert,Tiramisu,8,EUR
1,351,351,Starters,Insalata,4,EUR
2,351,351,Primi,Pici al ragù di cinghiale,8,EUR
3,351,351,Secondi,Carne,15,EUR
4,351,351,Drink,Vino Locale,6,EUR
5,351,351,Dessert,Tiramisu,8,EUR
1,352,352,Starters,Insalata,4,EUR
2,352,352,Primi,Pici al ragù di cinghiale,8,EUR
3,352,352,Secondi,Carne,15,EUR
4,352,352,Drink,Vino Locale,6,EUR
5,352,352,Dessert,Tiramisu,8,EUR
1,353,353,Starters,Insalata,4,EUR
2,353,353,Primi,Pici al ragù di cinghiale,8,EUR
3,353,353,Secondi,Carne,15,EUR
4,353,353,Drink,Vino Locale,6,EUR
5,353,353,Dessert,Tiramisu,8,EUR
1,354,354,Starters,Insalata,4,EUR
2,354,354,Primi,Pici al ragù di cinghiale,8,EUR
3,354,354,Secondi,Carne,15,EUR
4,354,354,Drink,Vino Locale,6,EUR
5,354,354,Dessert,Tiramisu,8,EUR
1,355,355,Starters,Insalata,4,EUR
2,355,355,Primi,Pici al ragù di cinghiale,8,EUR
3,355,355,Secondi,Carne,15,EUR
4,355,355,Drink,Vino Locale,6,EUR
5,355,355,Dessert,Tiramisu,8,EUR
1,356,356,Starters,Insalata,4,EUR
2,356,356,Primi,Pici al ragù di cinghiale,8,EUR
3,356,356,Secondi,Carne,15,EUR
4,356,356,Drink,Vino Locale,6,EUR
5,356,356,Dessert,Tiramisu,8,EUR
1,357,357,Starters,Insalata,4,EUR
2,357,357,Primi,Pici al ragù di cinghiale,8,EUR
3,357,357,Secondi,Carne,15,EUR
4,357,357,Drink,Vino Locale,6,EUR
5,357,357,Dessert,Tiramisu,8,EUR
1,358,358,Starters,Insalata,4,EUR
2,358,358,Primi,Pici al ragù di cinghiale,8,EUR
3,358,358,Secondi,Carne,15,EUR
4,358,358,Drink,Vino Locale,6,EUR
5,358,358,Dessert,Tiramisu,8,EUR
1,359,359,Starters,Insalata,4,EUR
2,359,359,Primi,Pici al ragù di cinghiale,8,EUR
3,359,359,Secondi,Carne,15,EUR
4,359,359,Drink,Vino Locale,6,EUR
5,359,359,Dessert,Tiramisu,8,EUR
1,360,360,Starters,Insalata,4,EUR
2,360,360,Primi,Pici al ragù di cinghiale,8,EUR
3,360,360,Secondi,Carne,15,EUR
4,360,360,Drink,Vino Locale,6,EUR
5,360,360,Dessert,Tiramisu,8,EUR
1,361,361,Starters,Insalata,4,EUR
2,361,361,Primi,Pici al ragù di cinghiale,8,EUR
3,361,361,Secondi,Carne,15,EUR
4,361,361,Drink,Vino Locale,6,EUR
5,361,361,Dessert,Tiramisu,8,EUR
1,362,362,Starters,Insalata,4,EUR
2,362,362,Primi,Pici al ragù di cinghiale,8,EUR
3,362,362,Secondi,Carne,15,EUR
4,362,362,Drink,Vino Locale,6,EUR
5,362,362,Dessert,Tiramisu,8,EUR
1,363,363,Starters,Insalata,4,EUR
2,363,363,Primi,Pici al ragù di cinghiale,8,EUR
3,363,363,Secondi,Carne,15,EUR
4,363,363,Drink,Vino Locale,6,EUR
5,363,363,Dessert,Tiramisu,8,EUR
1,364,364,Starters,Insalata,4,EUR
2,364,364,Primi,Pici al ragù di cinghiale,8,EUR
3,364,364,Secondi,Carne,15,EUR
4,364,364,Drink,Vino Locale,6,EUR
5,364,364,Dessert,Tiramisu,8,EUR
1,365,365,Starters,Insalata,4,EUR
2,365,365,Primi,Pici al ragù di cinghiale,8,EUR
3,365,365,Secondi,Carne,15,EUR
4,365,365,Drink,Vino Locale,6,EUR
5,365,365,Dessert,Tiramisu,8,EUR
1,366,366,Starters,Insalata,4,EUR
2,366,366,Primi,Pici al ragù di cinghiale,8,EUR
3,366,366,Secondi,Carne,15,EUR
4,366,366,Drink,Vino Locale,6,EUR
5,366,366,Dessert,Tiramisu,8,EUR
1,367,367,Starters,Insalata,4,EUR
2,367,367,Primi,Pici al ragù di cinghiale,8,EUR
3,367,367,Secondi,Carne,15,EUR
4,367,367,Drink,Vino Locale,6,EUR
5,367,367,Dessert,Tiramisu,8,EUR
1,368,368,Starters,Insalata,4,EUR
2,368,368,Primi,Pici al ragù di cinghiale,8,EUR
3,368,368,Secondi,Carne,15,EUR
4,368,368,Drink,Vino Locale,6,EUR
5,368,368,Dessert,Tiramisu,8,EUR
1,369,369,Starters,Insalata,4,EUR
2,369,369,Primi,Pici al ragù di cinghiale,8,EUR
3,369,369,Secondi,Carne,15,EUR
4,369,369,Drink,Vino Locale,6,EUR
5,369,369,Dessert,Tiramisu,8,EUR
1,370,370,Starters,Insalata,4,EUR
2,370,370,Primi,Pici al ragù di cinghiale,8,EUR
3,370,370,Secondi,Carne,15,EUR
4,370,370,Drink,Vino Locale,6,EUR
5,370,370,Dessert,Tiramisu,8,EUR
1,371,371,Starters,Insalata,4,EUR
2,371,371,Primi,Pici al ragù di cinghiale,8,EUR
3,371,371,Secondi,Carne,15,EUR
4,371,371,Drink,Vino Locale,6,EUR
5,371,371,Dessert,Tiramisu,8,EUR
1,372,372,Starters,Insalata,4,EUR
2,372,372,Primi,Pici al ragù di cinghiale,8,EUR
3,372,372,Secondi,Carne,15,EUR
4,372,372,Drink,Vino Locale,6,EUR
5,372,372,Dessert,Tiramisu,8,EUR
1,373,373,Starters,Insalata,4,EUR
2,373,373,Primi,Pici al ragù di cinghiale,8,EUR
3,373,373,Secondi,Carne,15,EUR
4,373,373,Drink,Vino Locale,6,EUR
5,373,373,Dessert,Tiramisu,8,EUR
1,374,374,Starters,Insalata,4,EUR
2,374,374,Primi,Pici al ragù di cinghiale,8,EUR
3,374,374,Secondi,Carne,15,EUR
4,374,374,Drink,Vino Locale,6,EUR
5,374,374,Dessert,Tiramisu,8,EUR
1,375,375,Starters,Insalata,4,EUR
2,375,375,Primi,Pici al ragù di cinghiale,8,EUR
3,375,375,Secondi,Carne,15,EUR
4,375,375,Drink,Vino Locale,6,EUR
5,375,375,Dessert,Tiramisu,8,EUR
1,376,376,Starters,Insalata,4,EUR
2,376,376,Primi,Pici al ragù di cinghiale,8,EUR
3,376,376,Secondi,Carne,15,EUR
4,376,376,Drink,Vino Locale,6,EUR
5,376,376,Dessert,Tiramisu,8,EUR
1,377,377,Starters,Insalata,4,EUR
2,377,377,Primi,Pici al ragù di cinghiale,8,EUR
3,377,377,Secondi,Carne,15,EUR
4,377,377,Drink,Vino Locale,6,EUR
5,377,377,Dessert,Tiramisu,8,EUR
1,378,378,Starters,Insalata,4,EUR
2,378,378,Primi,Pici al ragù di cinghiale,8,EUR
3,378,378,Secondi,Carne,15,EUR
4,378,378,Drink,Vino Locale,6,EUR
5,378,378,Dessert,Tiramisu,8,EUR
1,379,379,Starters,Insalata,4,EUR
2,379,379,Primi,Pici al ragù di cinghiale,8,EUR
3,379,379,Secondi,Carne,15,EUR
4,379,379,Drink,Vino Locale,6,EUR
5,379,379,Dessert,Tiramisu,8,EUR
1,380,380,Starters,Insalata,4,EUR
2,380,380,Primi,Pici al ragù di cinghiale,8,EUR
3,380,380,Secondi,Carne,15,EUR
4,380,380,Drink,Vino Locale,6,EUR
5,380,380,Dessert,Tiramisu,8,EUR
1,381,381,Starters,Insalata,4,EUR
2,381,381,Primi,Pici al ragù di cinghiale,8,EUR
3,381,381,Secondi,Carne,15,EUR
4,381,381,Drink,Vino Locale,6,EUR
5,381,381,Dessert,Tiramisu,8,EUR
1,382,382,Starters,Insalata,4,EUR
2,382,382,Primi,Pici al ragù di cinghiale,8,EUR
3,382,382,Secondi,Carne,15,EUR
4,382,382,Drink,Vino Locale,6,EUR
5,382,382,Dessert,Tiramisu,8,EUR
1,383,383,Starters,Insalata,4,EUR
2,383,383,Primi,Pici al ragù di cinghiale,8,EUR
3,383,383,Secondi,Carne,15,EUR
4,383,383,Drink,Vino Locale,6,EUR
5,383,383,Dessert,Tiramisu,8,EUR
1,384,384,Starters,Insalata,4,EUR
2,384,384,Primi,Pici al ragù di cinghiale,8,EUR
3,384,384,Secondi,Carne,15,EUR
4,384,384,Drink,Vino Locale,6,EUR
5,384,384,Dessert,Tiramisu,8,EUR
1,385,385,Starters,Insalata,4,EUR
2,385,385,Primi,Pici al ragù di cinghiale,8,EUR
3,385,385,Secondi,Carne,15,EUR
4,385,385,Drink,Vino Locale,6,EUR
5,385,385,Dessert,Tiramisu,8,EUR
1,386,386,Starters,Insalata,4,EUR
2,386,386,Primi,Pici al ragù di cinghiale,8,EUR
3,386,386,Secondi,Carne,15,EUR
4,386,386,Drink,Vino Locale,6,EUR
5,386,386,Dessert,Tiramisu,8,EUR
1,387,387,Starters,Insalata,4,EUR
2,387,387,Primi,Pici al ragù di cinghiale,8,EUR
3,387,387,Secondi,Carne,15,EUR
4,387,387,Drink,Vino Locale,6,EUR
5,387,387,Dessert,Tiramisu,8,EUR
1,388,388,Starters,Insalata,4,EUR
2,388,388,Primi,Pici al ragù di cinghiale,8,EUR
3,388,388,Secondi,Carne,15,EUR
4,388,388,Drink,Vino Locale,6,EUR
5,388,388,Dessert,Tiramisu,8,EUR
1,389,389,Starters,Insalata,4,EUR
2,389,389,Primi,Pici al ragù di cinghiale,8,EUR
3,389,389,Secondi,Carne,15,EUR
4,389,389,Drink,Vino Locale,6,EUR
5,389,389,Dessert,Tiramisu,8,EUR
1,390,390,Starters,Insalata,4,EUR
2,390,390,Primi,Pici al ragù di cinghiale,8,EUR
3,390,390,Secondi,Carne,15,EUR
4,390,390,Drink,Vino Locale,6,EUR
5,390,390,Dessert,Tiramisu,8,EUR
1,391,391,Starters,Insalata,4,EUR
2,391,391,Primi,Pici al ragù di cinghiale,8,EUR
3,391,391,Secondi,Carne,15,EUR
4,391,391,Drink,Vino Locale,6,EUR
5,391,391,Dessert,Tiramisu,8,EUR
1,392,392,Starters,Insalata,4,EUR
2,392,392,Primi,Pici al ragù di cinghiale,8,EUR
3,392,392,Secondi,Carne,15,EUR
4,392,392,Drink,Vino Locale,6,EUR
5,392,392,Dessert,Tiramisu,8,EUR
1,393,393,Starters,Insalata,4,EUR
2,393,393,Primi,Pici al ragù di cinghiale,8,EUR
3,393,393,Secondi,Carne,15,EUR
4,393,393,Drink,Vino Locale,6,EUR
5,393,393,Dessert,Tiramisu,8,EUR
1,394,394,Starters,Insalata,4,EUR
2,394,394,Primi,Pici al ragù di cinghiale,8,EUR
3,394,394,Secondi,Carne,15,EUR
4,394,394,Drink,Vino Locale,6,EUR
5,394,394,Dessert,Tiramisu,8,EUR
1,395,395,Starters,Insalata,4,EUR
2,395,395,Primi,Pici al ragù di cinghiale,8,EUR
3,395,395,Secondi,Carne,15,EUR
4,395,395,Drink,Vino Locale,6,EUR
5,395,395,Dessert,Tiramisu,8,EUR
1,396,396,Starters,Insalata,4,EUR
2,396,396,Primi,Pici al ragù di cinghiale,8,EUR
3,396,396,Secondi,Carne,15,EUR
4,396,396,Drink,Vino Locale,6,EUR
5,396,396,Dessert,Tiramisu,8,EUR
1,397,397,Starters,Insalata,4,EUR
2,397,397,Primi,Pici al ragù di cinghiale,8,EUR
3,397,397,Secondi,Carne,15,EUR
4,397,397,Drink,Vino Locale,6,EUR
5,397,397,Dessert,Tiramisu,8,EUR
1,398,398,Starters,Insalata,4,EUR
2,398,398,Primi,Pici al ragù di cinghiale,8,EUR
3,398,398,Secondi,Carne,15,EUR
4,398,398,Drink,Vino Locale,6,EUR
5,398,398,Dessert,Tiramisu,8,EUR
1,399,399,Starters,Insalata,4,EUR
2,399,399,Primi,Pici al ragù di cinghiale,8,EUR
3,399,399,Secondi,Carne,15,EUR
4,399,399,Drink,Vino Locale,6,EUR
5,399,399,Dessert,Tiramisu,8,EUR
1,400,400,Starters,Insalata,4,EUR
2,400,400,Primi,Pici al ragù di cinghiale,8,EUR
3,400,400,Secondi,Carne,15,EUR
4,400,400,Drink,Vino Locale,6,EUR
5,400,400,Dessert,Tiramisu,8,EUR
1,401,401,Starters,Insalata,4,EUR
2,401,401,Primi,Pici al ragù di cinghiale,8,EUR
3,401,401,Secondi,Carne,15,EUR
4,401,401,Drink,Vino Locale,6,EUR
5,401,401,Dessert,Tiramisu,8,EUR
1,402,402,Starters,Insalata,4,EUR
2,402,402,Primi,Pici al ragù di cinghiale,8,EUR
3,402,402,Secondi,Carne,15,EUR
4,402,402,Drink,Vino Locale,6,EUR
5,402,402,Dessert,Tiramisu,8,EUR
1,403,403,Starters,Insalata,4,EUR
2,403,403,Primi,Pici al ragù di cinghiale,8,EUR
3,403,403,Secondi,Carne,15,EUR
4,403,403,Drink,Vino Locale,6,EUR
